iter	RMSE
364	47.68832408
365	47.6827315
366	47.67514742
367	47.64678705
368	47.62954201
369	47.59190621
370	47.5424384
371	47.51962505
372	47.4769417
373	47.43640228
374	47.42884338
375	47.39610475
376	47.39192164
377	47.36054156
378	47.32353624
379	47.29754141
380	47.25770426
381	47.23569782
382	47.21357892
383	47.21127786
384	47.20343666
385	47.20209211
386	47.17214167
387	47.13917038
388	47.12755161
389	47.11985977
390	47.08901111
391	47.0881059
392	47.05310982
393	47.04283844
394	47.02510572
395	47.0206293
396	47.01859608
397	47.01702528
398	46.99372376
399	46.97981741
400	46.97360328
401	46.9638973
402	46.94598702
403	46.92861519
404	46.89733165
405	46.84621672
406	46.83003353
407	46.79937028
408	46.79015134
409	46.73098449
410	46.72748093
411	46.7144647
412	46.66781667
413	46.64492446
414	46.64099795
415	46.63669873
416	46.61410599
417	46.60813805
418	46.57922037
419	46.55878392
420	46.52733027
421	46.5261998
422	46.51424213
423	46.5036773
424	46.4872935
425	46.46986409
426	46.45172721
427	46.42944194
428	46.42522552
429	46.42112943
430	46.41014658
431	46.38732858
432	46.38666265
433	46.37300994
434	46.36027498
435	46.34590996
436	46.33624332
437	46.31808246
438	46.29158998
439	46.27136292
440	46.26762379
441	46.24206914
442	46.2255353
443	46.18858255
444	46.15621151
445	46.1471221
446	46.12305135
447	46.10262133
448	46.08871261
449	46.07475539
450	46.05938183
451	46.05592975
452	46.05310077
453	46.0366799
454	46.02654488
455	46.01355735
456	45.96656923
457	45.95084753
458	45.94014539
459	45.93594039
460	45.93105404
461	45.91761143
462	45.89866709
463	45.89139893
464	45.88775364
465	45.86465753
466	45.8468822
467	45.83712619
468	45.82884703
469	45.81713716
470	45.80364832
471	45.79118976
472	45.78928813
473	45.7754881
474	45.76021901
475	45.74698473
476	45.74561466
477	45.73211906
478	45.72246614
479	45.72114681
480	45.71662624
481	45.71342756
482	45.66900421
483	45.6603932
484	45.65801922
485	45.61794402
486	45.59747156
487	45.56627798
488	45.54893079
489	45.53873922
490	45.51128917
491	45.50649976
492	45.42697667
493	45.41793389
494	45.41412283
495	45.39786136
496	45.38839628
497	45.33900192
498	45.32652849
499	45.29993395
500	45.26569577
501	45.2471973
502	45.24500299
503	45.23412037
504	45.21042812
505	45.15127677
506	45.14715522
507	45.1360933
508	45.12476345
509	45.11392146
510	45.11169307
511	45.10684649
512	45.10135561
513	45.08834466
514	45.07695842
515	45.06212299
516	45.05017339
517	45.0432331
518	45.03918274
519	45.03336181
520	45.02363796
521	45.00588419
522	44.98139926
523	44.96239775
524	44.95101737
525	44.94371468
526	44.93986859
527	44.92445791
528	44.9151268
529	44.9077145
530	44.89485588
531	44.89229007
532	44.88719325
533	44.86998082
534	44.86634083
535	44.84729961
536	44.84494964
537	44.82933148
538	44.82750453
539	44.80396206
540	44.79204482
541	44.774272
542	44.76846033
543	44.76131633
544	44.75225941
545	44.71058761
546	44.70857149
547	44.70516332
548	44.68607692
549	44.67116369
550	44.65906332
551	44.639548
552	44.6291041
553	44.61471654
554	44.59593369
555	44.58056218
556	44.53893488
557	44.52648145
558	44.48182482
559	44.48057414
560	44.4675376
561	44.45742292
562	44.45509817
563	44.43097675
564	44.42796909
565	44.39464173
566	44.37871298
567	44.37602746
568	44.366213
569	44.35286441
570	44.33593803
571	44.30943655
572	44.30152959
573	44.28035631
574	44.26552199
575	44.26379848
576	44.25610976
577	44.23688395
578	44.19674242
579	44.18305836
580	44.14976228
581	44.14241024
582	44.12951704
583	44.11795724
584	44.11687935
585	44.11507443
586	44.10854264
587	44.09148127
588	44.08074878
589	44.07844629
590	44.05848774
591	44.03761508
592	44.01370039
593	43.99837858
594	43.98696625
595	43.98369315
596	43.97044023
597	43.96591762
598	43.95321671
599	43.93064483
600	43.92280426
601	43.90356349
602	43.90230827
603	43.89992819
604	43.86796836
605	43.83363013
606	43.82208907
607	43.81451431
608	43.80407826
609	43.78577648
610	43.77718642
611	43.75394607
612	43.73769732
613	43.72113845
614	43.7075922
615	43.69495492
616	43.69295949
617	43.68101109
618	43.67903921
619	43.67816998
620	43.66473104
621	43.65667704
622	43.61972252
623	43.6018215
624	43.57667753
625	43.56837626
626	43.56387844
627	43.54872236
628	43.53211434
629	43.52136658
630	43.51007528
631	43.50735355
632	43.49957502
633	43.47085616
634	43.46473919
635	43.45949688
636	43.45464904
637	43.42916276
638	43.41950703
639	43.39940368
640	43.38897899
641	43.38686971
642	43.36968257
643	43.35622072
644	43.34265207
645	43.33996473
646	43.32229345
647	43.3074551
648	43.28491807
649	43.27436011
650	43.27221639
651	43.24578592
652	43.17567998
653	43.16665902
654	43.15791953
655	43.15011568
656	43.14152894
657	43.1266663
658	43.12081676
659	43.11555407
660	43.08771487
661	43.07236949
662	43.0680209
663	43.0656425
664	43.05389651
665	43.04791363
666	43.04198146
667	43.03363479
668	43.02159986
669	42.99515919
670	42.97985058
671	42.96611621
672	42.94731463
673	42.94289797
674	42.93366281
675	42.92522195
676	42.92267086
677	42.91490418
678	42.89134422
679	42.85124779
680	42.84305634
681	42.82917848
682	42.82050641
683	42.80134362
684	42.77010144
685	42.75791042
686	42.75598269
687	42.72138548
688	42.69292079
689	42.67009423
690	42.65022146
691	42.63931454
692	42.6251404
693	42.61394193
694	42.59643475
695	42.55557098
696	42.53828935
697	42.52644616
698	42.49633239
699	42.47884339
700	42.46673934
701	42.46524599
702	42.45778306
703	42.44738761
704	42.43773724
705	42.43674888
706	42.42084546
707	42.38782861
708	42.38621683
709	42.3841984
710	42.37484131
711	42.3591595
712	42.34549635
713	42.3297139
714	42.28661633
715	42.28392794
716	42.27836425
717	42.26225635
718	42.23547168
719	42.22552353
720	42.22214751
721	42.2004669
722	42.1511584
723	42.14493834
724	42.13912428
725	42.09799924
726	42.06104753
727	42.05931257
728	42.0437819
729	42.02807544
730	42.00310109
731	41.99439513
732	41.97591613
733	41.96462444
734	41.95309118
735	41.94327202
736	41.93269847
737	41.91349908
738	41.89854333
739	41.88788522
740	41.87193793
741	41.86012417
742	41.8531015
743	41.85031574
744	41.84642604
745	41.83688316
746	41.82832345
747	41.81085229
748	41.80696831
749	41.79689576
750	41.78566326
751	41.77448318
752	41.72377266
753	41.7090452
754	41.69482007
755	41.68552702
756	41.67694679
757	41.66430085
758	41.64835685
759	41.64056553
760	41.63073588
761	41.60629843
762	41.58985861
763	41.55617547
764	41.54385033
765	41.5308286
766	41.51588324
767	41.50999926
768	41.50178892
769	41.49289809
770	41.48378336
771	41.46833822
772	41.45293239
773	41.44197621
774	41.43752342
775	41.43005157
776	41.42166911
777	41.41389536
778	41.40610522
779	41.39569025
780	41.37754624
781	41.36945227
782	41.33028128
783	41.32271401
784	41.2936435
785	41.28092908
786	41.26767454
787	41.23853938
788	41.22947601
789	41.21210557
790	41.20297859
791	41.19236214
792	41.18922134
793	41.18867652
794	41.18245055
795	41.17518176
796	41.1701852
797	41.15830757
798	41.13771289
799	41.13237461
800	41.12939203
801	41.12334035
802	41.09967199
803	41.09575575
804	41.08899158
805	41.08190251
806	41.04104009
807	41.0310047
808	41.01383039
809	41.00087437
810	40.97864513
811	40.96690458
812	40.94984455
813	40.94088069
814	40.91250408
815	40.89722928
816	40.89483346
817	40.87886956
818	40.85178054
819	40.84081414
820	40.83305148
821	40.82633254
822	40.81802436
823	40.81187609
824	40.80592115
825	40.80408223
826	40.79571355
827	40.78916422
828	40.78273091
829	40.78095421
830	40.75844625
831	40.7535292
832	40.71510271
833	40.69395642
834	40.68805138
835	40.67729537
836	40.66926723
837	40.66108104
838	40.61981294
839	40.61268729
840	40.6078485
841	40.59480321
842	40.5902144
843	40.56307331
844	40.56191904
845	40.5388961
846	40.53336901
847	40.51201468
848	40.49417562
849	40.48689938
850	40.47485014
851	40.47044364
852	40.46892471
853	40.46721352
854	40.46092648
855	40.43519179
856	40.41333138
857	40.40354473
858	40.40050241
859	40.38978055
860	40.37412131
861	40.36705897
862	40.3643819
863	40.34682952
864	40.30392704
865	40.2952722
866	40.28115475
867	40.26649039
868	40.25561038
869	40.23436082
870	40.21623968
871	40.20908567
872	40.19686209
873	40.18966969
874	40.17668041
875	40.16813472
876	40.1585804
877	40.14940401
878	40.14339227
879	40.13111484
880	40.12807429
881	40.11462244
882	40.10078184
883	40.09159463
884	40.08011134
885	40.06251203
886	40.05944075
887	40.03926757
888	40.01574687
889	40.00748174
890	39.99227172
891	39.98733103
892	39.97835204
893	39.96417726
894	39.94855177
895	39.94588077
896	39.93018462
897	39.9277921
898	39.91008558
899	39.87664867
900	39.86844794
901	39.85100973
902	39.84980321
903	39.847177
904	39.83942208
905	39.82951589
906	39.81761453
907	39.80547457
908	39.8024698
909	39.79483034
910	39.78923477
911	39.77225012
912	39.76946051
913	39.76450294
914	39.74948674
915	39.72245817
916	39.70185014
917	39.69789151
918	39.69512902
919	39.68755555
920	39.67819402
921	39.67136117
922	39.66684275
923	39.64928072
924	39.64771235
925	39.63819224
926	39.63748799
927	39.6308917
928	39.62288901
929	39.61877017
930	39.61241036
931	39.59689127
932	39.58946173
933	39.57630074
934	39.57272475
935	39.57104434
936	39.56070263
937	39.54685346
938	39.54237003
939	39.53606492
940	39.52690447
941	39.51973258
942	39.50549269
943	39.49072025
944	39.48192757
945	39.46485963
946	39.45213418
947	39.44601876
948	39.44299387
949	39.43227585
950	39.42957869
951	39.41764009
952	39.39071804
953	39.38240976
954	39.36850916
955	39.36619492
956	39.36206143
957	39.35713872
958	39.34789006
959	39.34074626
960	39.33266866
961	39.31417908
962	39.30094359
963	39.29790488
964	39.29371556
965	39.28295602
966	39.2757808
967	39.26089407
968	39.25185486
969	39.24203956
970	39.2292401
971	39.21844464
972	39.2118616
973	39.21155605
974	39.20263571
975	39.19168874
976	39.18301422
977	39.17183244
978	39.16911043
979	39.15733823
980	39.14569619
981	39.12515471
982	39.11026704
983	39.10240759
984	39.08533735
985	39.06969727
986	39.06081731
987	39.05160388
988	39.03861388
989	39.03595359
990	39.03152024
991	39.01757156
992	39.01213604
993	38.99171414
994	38.98483897
995	38.98052446
996	38.97961121
997	38.97542978
998	38.96889973
999	38.96132419
